danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,name,url,genres,filtered_genres,top_genre,emotion
0.165,0.139,-18.908,0.042,0.826,0.191,0.158,0.0394,130.285,421706.0,35.0,2.0,False,"Les Boréades, RCT 31, Acte IV, Scène IV: Entrée pour les Muses, les Zéphyres, les Saisons, les Heures et les Arts",https://open.spotify.com/track/0XZ7UmLYItfySGHcAzj0cD,"['classical', 'classical performance', 'french opera', 'baroque', 'early music', 'french baroque']",['classical'],classical,sad
0.282,0.251,-23.855,0.041,0.986,0.86,0.126,0.903,96.403,122573.0,18.0,2.0,False,"Goldberg Variations, BWV 988: Var. 3 Canone all'Unisono a 1 Clav. - Live",https://open.spotify.com/track/4TqcfNvl6HumynviJrdvWQ,"['classical performance', 'classical', 'baroque', 'german baroque', 'classical piano', 'hungarian classical piano', 'hungarian classical performance', 'early music']",['classical'],classical,calm
0.298,0.0357,-31.271,0.0403,0.995,0.864,0.123,0.425,67.197,209600.0,38.0,2.0,False,"Choral ""Jesu, meine Freude"" de la Cantate ""Herz und Mund Tat und Leben"" en sol majeur, BWV 147",https://open.spotify.com/track/0p6eXDSAFhKm9CB192DLeB,"['classical', 'french classical piano', 'baroque', 'german baroque', 'classical piano', 'early music']",['classical'],classical,calm
0.477,0.0957,-21.111,0.0404,0.95,0.000362,0.101,0.429,126.05,368000.0,16.0,4.0,False,"Bach, JS: Herr, gehe nicht ins Gericht, BWV 105: No. 5, Aria. ""Kann ich nur Jesum mir zum Freunde machen""",https://open.spotify.com/track/3yS8Wy1NJgNLkuqtQ5JUqx,"['classical', 'classical performance', 'baroque', 'german baroque', 'classical countertenor', 'early music', 'choral']",['classical'],classical,sad
0.255,0.197,-21.095,0.0423,0.984,0.388,0.323,0.459,91.551,253466.0,0.0,4.0,False,"Nimm von uns, Herr, du treuer Gott in D Minor, BWV 101: IV. Aria ""Warum willst du so zornig sein?""",https://open.spotify.com/track/236ix457Op5S7b3fkO6mb7,"['classical bass', 'historically informed performance', 'classical', 'classical performance', 'early music choir', 'baroque', 'german baroque', 'early music', 'choral']",['classical'],classical,sad
0.342,0.207,-22.161,0.0469,0.991,0.885,0.137,0.623,112.45,336400.0,25.0,2.0,False,"Partita No. 4 in D Major, BWV 828: I. Overture",https://open.spotify.com/track/6A7j7f7bK5ASLuqO5RmV67,"['canadian contemporary r&b', 'classical', 'baroque', 'german baroque', 'classical piano', 'canadian classical piano', 'early music']",['classical'],classical,calm
0.235,0.0123,-31.216,0.0431,0.994,0.933,0.11,0.157,133.248,120240.0,52.0,1.0,False,"Bach, JS : Well-Tempered Clavier Book 2 : Prelude No.3 in C sharp major BWV872",https://open.spotify.com/track/22aaPppUbLkufXZT0GroV8,"['classical performance', 'classical', 'israeli classical piano']",['classical'],classical,calm
0.603,0.256,-15.896,0.0601,0.861,0.0259,0.108,0.643,109.994,235694.0,9.0,4.0,False,"Recorder Concerto in A Minor, RV 445 (Version for Piccolo & Orchestra): I. Allegro",https://open.spotify.com/track/7vIM0wxN7XhOGvGsCNeh9W,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.514,0.614,-16.026,0.0351,0.887,0.827,0.118,0.814,126.666,293440.0,34.0,3.0,False,"Bach, JS: Brandenburg Concerto No. 3 in G Major, BWV 1048: II. Adagio & III. Allegro",https://open.spotify.com/track/2GyHR2txirrbIB3WPDXJ1n,"['baroque violin', 'historically informed performance', 'classical', 'classical performance', 'baroque', 'german baroque', 'baroque ensemble', 'early music', 'orchestra', 'british orchestra']",['classical'],classical,sad
0.232,0.103,-24.047,0.0513,0.931,0.0106,0.108,0.191,99.884,298666.0,7.0,4.0,False,"Mass in B Minor, BWV 232 / Gloria: Laudamus te",https://open.spotify.com/track/6AoYO5eHk9F25bKtXLtnsb,"['orchestral performance', 'classical', 'classical performance', 'baroque', 'german baroque', 'classical mezzo-soprano', 'chamber orchestra', 'early music', 'opera', 'british orchestra']","['classical', 'opera']",classical,sad
0.288,0.0996,-18.764,0.0444,0.918,1.38e-05,0.119,0.273,100.667,324000.0,10.0,5.0,False,"Trio Sonata for 2 Violins and Continuo in G, Op. 5, No. 4, HWV 399: 3. Passacaille",https://open.spotify.com/track/1xzB3TB5YA7sbNQMADcMEa,"['violin', 'baroque violin', 'historically informed performance', 'classical cello', 'classical', 'classical performance', 'baroque', 'german baroque', 'harpsichord', 'early music', 'english baroque']",['classical'],classical,sad
0.411,0.0553,-18.973,0.0546,0.995,0.0396,0.2,0.934,77.433,185261.0,16.0,2.0,False,"Bach, JS: Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau",https://open.spotify.com/track/4g23felEP3XcrODmSrmwXX,"['violin', 'classical', 'baroque', 'german baroque', 'early music']",['classical'],classical,sad
0.438,0.234,-18.166,0.035,0.972,0.944,0.135,0.685,129.339,158853.0,14.0,3.0,False,"Bassoon Concerto in A Minor, RV 497: III. Allegro",https://open.spotify.com/track/3woKMDzwYDrrgcVB8Oewga,"['classical', 'classical performance', 'baroque', 'chamber orchestra', 'classical bassoon', 'italian baroque', 'early music', 'british orchestra']",['classical'],classical,calm
0.421,0.136,-21.159,0.0396,0.986,0.864,0.102,0.623,112.036,192520.0,7.0,4.0,False,"Vivaldi: Bassoon Concerto in B-Flat Major, RV 501 ""La notte"": V. Sorge l'aurora. Allegro",https://open.spotify.com/track/0uoNfmUbJBqGhTWumPyJYl,"['classical', 'classical performance', 'baroque', 'chamber orchestra', 'classical bassoon', 'italian baroque', 'early music', 'italian orchestra']",['classical'],classical,calm
0.327,0.231,-20.738,0.043,0.989,0.863,0.104,0.597,100.579,255440.0,33.0,2.0,False,"Partita No. 2 in C Minor, BWV 826: I. Sinfonia",https://open.spotify.com/track/4TH7DX0BnSubYavAp2Ad3g,"['canadian contemporary r&b', 'classical', 'baroque', 'german baroque', 'classical piano', 'canadian classical piano', 'early music']",['classical'],classical,calm
0.384,0.144,-29.704,0.0399,0.991,0.905,0.0846,0.521,94.142,160874.0,27.0,2.0,False,Le Rappel des oiseaux,https://open.spotify.com/track/6ftCwQZCCxDOkeasbegQIQ,"['nordic classical piano', 'classical', 'french opera', 'baroque', 'classical piano', 'early music', 'french baroque']",['classical'],classical,calm
0.152,0.0332,-25.656,0.0384,0.888,0.713,0.112,0.316,79.835,61800.0,31.0,3.0,False,"12 Concerti grossi, Op. 6 - Concerto grosso in Bb major, Op. 6, No. 7: 1. Largo",https://open.spotify.com/track/4OGTVs4LxxryHbBoStJbrQ,"['historically informed performance', 'classical', 'classical performance', 'baroque', 'german baroque', 'baroque ensemble', 'early music', 'english baroque']",['classical'],classical,calm
0.441,0.0935,-24.318,0.0441,0.952,0.94,0.121,0.516,123.05,155013.0,9.0,3.0,False,"Il Trionfo del Tempo a del Disinganno, Oratorio in two parts HWV 46 a (1707), Part One: Sonata: ""Taci, qual suono ascolto!"" (Bellezza)",https://open.spotify.com/track/7BAhAJWY15niwx62TUPc0O,"['opera', 'classical soprano', 'classical', 'baroque', 'german baroque', 'early music', 'english baroque']","['opera', 'classical']",classical,calm
0.361,0.174,-24.282,0.0386,0.989,0.941,0.12,0.414,130.047,105853.0,37.0,2.0,False,"Prelude & Fugue in D Major (Well-Tempered Clavier, Book I, No. 5), BWV 850: II. Fugue",https://open.spotify.com/track/3v1gviJrAtaIoLK41JSy8s,"['nordic classical piano', 'classical', 'baroque', 'german baroque', 'classical piano', 'early music']",['classical'],classical,calm
0.403,0.457,-14.638,0.0325,0.962,0.964,0.143,0.697,137.562,136000.0,10.0,4.0,False,"Bassoon Concerto in E-Flat Major, RV 483: I. Presto",https://open.spotify.com/track/4Fb9IZDZurF3ulwb4QtDZ3,"['classical', 'baroque', 'chamber orchestra', 'classical bassoon', 'italian baroque', 'early music']",['classical'],classical,calm
0.555,0.412,-12.711,0.0535,0.96,0.0127,0.0975,0.741,143.112,260399.0,8.0,3.0,False,"Handel: Radamisto, HWV 12a, Act 1, Scene 5: Aria. ""Son contenta di morire"" (Zenobia)",https://open.spotify.com/track/4EconyYo7YeCjPndtpDBcR,"['classical contralto', 'opera', 'classical', 'baroque', 'german baroque', 'early music', 'english baroque']","['opera', 'classical']",classical,sad
0.323,0.156,-16.259,0.049,0.814,0.0,0.236,0.399,76.551,269306.0,8.0,5.0,False,"Trio Sonata for 2 Violins and Continuo in G, Op. 5, No. 4, HWV 399: II. A tempo ordinario - Allegro non presto - Adagio",https://open.spotify.com/track/5lFHD41teGmNyb7qVBiWxi,"['violin', 'baroque violin', 'historically informed performance', 'classical cello', 'classical', 'classical performance', 'baroque', 'german baroque', 'harpsichord', 'early music', 'english baroque']",['classical'],classical,sad
0.272,0.185,-14.84,0.0388,0.962,0.00314,0.118,0.0837,108.731,380093.0,10.0,4.0,False,"Giulio Cesare / Act 3: ""Piangerò la sorte mia""",https://open.spotify.com/track/2xmgrBvDfZIbMEe3KWBjhJ,"['opera', 'classical soprano', 'historically informed performance', 'musique ancienne', 'classical', 'classical performance', 'early music ensemble', 'baroque', 'german baroque', 'baroque ensemble', 'early music', 'english baroque']","['opera', 'classical']",classical,sad
0.371,0.322,-18.913,0.0434,0.939,0.912,0.193,0.63,115.799,557933.0,17.0,2.0,False,"Suite No. 1 in C Major, BWV 1066: Suite No. 1 in C Major, BWV 1066: I. Ouverture",https://open.spotify.com/track/2rASLILwvyW9DdiRcrq3jA,"['historically informed performance', 'classical', 'classical performance', 'baroque', 'german baroque', 'barockinterpreten', 'baroque ensemble', 'early music']",['classical'],classical,calm
0.509,0.337,-15.102,0.0415,0.958,0.554,0.431,0.843,92.21,253640.0,35.0,6.0,False,"Bach, JS: Brandenburg Concerto No. 1 in F Major, BWV 1046: III. Allegro",https://open.spotify.com/track/75RMtTAVUDs1EXWPGxIlCb,"['baroque violin', 'historically informed performance', 'classical', 'classical performance', 'baroque', 'german baroque', 'baroque ensemble', 'early music', 'orchestra', 'british orchestra']",['classical'],classical,sad
0.221,0.168,-17.325,0.041,0.904,0.0291,0.304,0.161,78.374,135893.0,8.0,4.0,False,"Trio Sonata in A Minor, TWV 42:a1: I. Affettuoso",https://open.spotify.com/track/5LI3VHQLwqS4JR9vsuziQX,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.11,0.0622,-24.661,0.0463,0.923,0.718,0.091,0.266,172.626,130520.0,19.0,4.0,False,"Trio Sonata in A Minor, TWV 42:a1: III. Grave",https://open.spotify.com/track/7yzYABozw3h4Gi2I53YQsD,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,calm
0.164,0.117,-20.388,0.0389,0.914,0.053,0.111,0.118,82.579,254146.0,6.0,4.0,False,"Sonata da camera a 3 in D Minor, Op. 2, No. 2: I. Allemanda: Adagio",https://open.spotify.com/track/2DyQxo5WMCqxa0HeTkri0O,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.319,0.103,-19.665,0.0441,0.855,0.0401,0.382,0.347,126.827,141666.0,5.0,4.0,False,"Sonata da camera a 3 in D Minor, Op. 2, No. 2: II. Corrente: Allegro",https://open.spotify.com/track/0Jd1jv8LjgoDnZWPy08A2A,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.692,0.276,-17.018,0.0654,0.894,9.69e-06,0.245,0.845,104.709,136000.0,16.0,2.0,False,"6 Trio a Violini e Basso: Sonata No. 4 in D Minor, TWV 42:d2: I. Vivace",https://open.spotify.com/track/66Q34JgTg2lN4rLeyOgngL,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.752,0.165,-16.009,0.118,0.843,0.0,0.0618,0.822,115.743,173000.0,12.0,2.0,False,"6 Trio a Violini e Basso: Sonata No. 4 in D Minor, TWV 42:d2: III. Presto",https://open.spotify.com/track/4wSWkv4UGm67slVVLCKUUd,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.683,0.204,-16.663,0.0587,0.868,3.68e-05,0.0858,0.873,104.446,192000.0,13.0,2.0,False,"Trio Sonata in B-Flat Major, Op. 5, No. 17, RV 76: II. Allemanda: Allegro",https://open.spotify.com/track/2IO1wKxHuk4f85YC6zB6FW,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.681,0.186,-16.862,0.0522,0.791,0.00062,0.106,0.776,105.472,162000.0,13.0,2.0,False,"Trio Sonata in B-Flat Major, Op. 5, No. 17, RV 76: III. Corrente: Allegro",https://open.spotify.com/track/0zYFmnwThFv0p0EbESRzJl,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.142,0.0662,-23.234,0.0483,0.433,0.000521,0.324,0.322,69.51,166000.0,9.0,2.0,False,"Trio Sonata in G Major, TWV 42:G3: I. Dolce",https://open.spotify.com/track/1ep8pzlzUGByfLyyYCRGuo,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.688,0.195,-17.653,0.05,0.834,2.93e-06,0.319,0.872,108.58,103000.0,17.0,2.0,False,"Trio Sonata in G Major, TWV 42:G3: II. Allegro",https://open.spotify.com/track/1613cnYSwUz3UmypyQPMEx,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.753,0.0957,-17.529,0.0574,0.85,0.0,0.115,0.71,110.625,166000.0,8.0,2.0,False,"Trio Sonata in G Major, TWV 42:G3: IV. Vivace",https://open.spotify.com/track/28rCggj3SjScbdAO9Ln8Ox,"['german baroque', 'early music', 'classical', 'baroque']",['classical'],classical,sad
0.478,0.219,-16.443,0.0597,0.94,0.000291,0.0773,0.892,74.824,142000.0,11.0,2.0,False,"Trio Sonata in B Minor, Op. 1, No. 11, RV 79: III. Giga: Allegro",https://open.spotify.com/track/2h6bxo0ImpVpzM6bV7TydN,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.193,0.0725,-22.906,0.0437,0.471,0.0414,0.247,0.19,57.437,110000.0,37.0,2.0,False,"Trio Sonata in E-Flat Major, Op. 8, No. 6: I. Largo andante",https://open.spotify.com/track/29e1a73xCFwtQlOidEhU3P,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.421,0.135,-19.617,0.0359,0.732,0.0189,0.0657,0.655,81.061,108973.0,35.0,2.0,False,"Trio Sonata in E-Flat Major, Op. 8, No. 6: III. Presto",https://open.spotify.com/track/1KV0Dp4Tkm6j83aerVfg9d,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.215,0.0288,-26.529,0.044,0.286,0.0189,0.206,0.0605,90.036,60133.0,6.0,2.0,False,"Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Tema: Adagio",https://open.spotify.com/track/7jR3hVYvsRVRxedluZhkmM,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.281,0.0717,-19.965,0.0533,0.7,0.0,0.715,0.348,85.897,68826.0,12.0,2.0,False,"Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 7",https://open.spotify.com/track/0keiBPNLLBawi9ejlgPgob,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.0925,0.0618,-25.097,0.0512,0.0718,0.0623,0.335,0.077,182.114,69933.0,11.0,2.0,False,"Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 11: Larghetto",https://open.spotify.com/track/247HCjx30Sk48QBXndMSEQ,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,calm
0.346,0.126,-16.074,0.0447,0.312,0.0181,0.149,0.106,127.743,62266.0,11.0,2.0,False,"Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 19",https://open.spotify.com/track/2Vw63ZaadDJLWrVTgtblG1,"['early music', 'classical', 'italian baroque', 'baroque']",['classical'],classical,sad
0.338,0.109,-24.398,0.0514,0.856,0.0278,0.135,0.42,96.592,229320.0,3.0,4.0,False,"Violin Sonata in D Minor, Op. 5, No. 7 (arr. for recorder and basso continuo): II. Corrente: Allegro",https://open.spotify.com/track/6iuI1L3Az2QyTj6y7hubBV,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.232,0.0444,-23.313,0.0406,0.879,0.0696,0.225,0.191,81.81,106986.0,3.0,4.0,False,"Violin Sonata in D Minor, Op. 5, No. 7 (arr. for recorder and basso continuo): III. Sarabande: Largo",https://open.spotify.com/track/3iDAEKFVRRnWpljTTHrgq3,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.394,0.15,-22.33,0.0517,0.871,0.0554,0.0763,0.725,59.305,149133.0,3.0,4.0,False,"Violin Sonata in D Minor, Op. 5, No. 7 (arr. for recorder and basso continuo): IV. Giga: Allegro",https://open.spotify.com/track/5mEnDdTVoyW6v8igr3DRJx,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.455,0.128,-25.553,0.0436,0.853,0.0,0.0905,0.696,59.6,184426.0,3.0,4.0,False,"Violin Sonata in A Major, Op. 5, No. 9 (arr. for recorder and basso continuo): II. Giga: Allegro",https://open.spotify.com/track/1Yhc9RZHpAT4jdOCNMObP1,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.282,0.07,-23.663,0.042,0.836,0.417,0.0889,0.213,97.126,34720.0,2.0,4.0,False,"Violin Sonata in A Major, Op. 5, No. 9 (arr. for recorder and basso continuo): III. Adagio",https://open.spotify.com/track/2MoXILTRrkmpc0XJs3YUwQ,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,calm
0.23,0.0395,-23.729,0.0399,0.883,0.0,0.154,0.207,76.965,208146.0,2.0,4.0,False,"Violin Sonata in E Minor, Op. 5, No. 8 (arr. for recorder and basso continuo): I. Preludio: Largo",https://open.spotify.com/track/2lwz8XuWgjCmobKggJNqjP,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.423,0.125,-23.068,0.0538,0.83,0.0041,0.107,0.694,121.36,124653.0,2.0,4.0,False,"Violin Sonata in E Minor, Op. 5, No. 8 (arr. for recorder and basso continuo): IV. Giga: Allegro",https://open.spotify.com/track/0Q2UNaAbhIlA8uproTHDoK,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.203,0.034,-23.596,0.0383,0.875,0.0,0.0744,0.241,95.115,100253.0,2.0,4.0,False,"Violin Sonata in F Major, Op. 5, No. 10 (arr. for recorder and basso continuo): I. Preludio: Adagio",https://open.spotify.com/track/0IjEZMrFGGW8C4juZHkwXf,"['recorder', 'classical', 'baroque', 'baroque woodwind', 'classical flute', 'harpsichord', 'italian baroque', 'early music']",['classical'],classical,sad
0.318,0.211,-18.973,0.0445,0.784,0.584,0.14,0.502,119.887,127906.0,12.0,7.0,False,"Trio Sonata in G Minor, Op. 1, No. 1, RV 73: II. Allemanda",https://open.spotify.com/track/125209V0jnTSEazpouDJ25,"['baroque violin', 'classical', 'baroque', 'baroque ensemble', 'italian baroque', 'early music']",['classical'],classical,sad
0.159,0.178,-17.107,0.0421,0.827,9.63e-05,0.131,0.163,103.783,69120.0,17.0,2.0,False,"Balletto a 3 in G Major, Op. 3 No. 3: I. Preludio: Largo",https://open.spotify.com/track/0taNps0Cqq4tfmZAMHaO5k,"['italian opera', 'classical', 'baroque', 'harpsichord', 'baroque ensemble', 'italian baroque']",['classical'],classical,sad
0.429,0.387,-15.631,0.0519,0.827,1.55e-05,0.182,0.636,103.837,44306.0,9.0,2.0,False,"Balletto a 3 in G Major, Op. 3 No. 3: IV. Gavotta: Presto",https://open.spotify.com/track/6WAexzKYVM7xRtqlYP72gb,"['italian opera', 'classical', 'baroque', 'harpsichord', 'baroque ensemble', 'italian baroque']",['classical'],classical,sad
0.191,0.197,-24.062,0.035,0.967,0.961,0.117,0.312,79.517,147466.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Prélude,https://open.spotify.com/track/3zaAD17EBe985547kfqhNm,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.386,0.161,-23.921,0.0406,0.956,0.852,0.119,0.187,124.28,279533.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Allemande,https://open.spotify.com/track/4n7s6Q43j8OZOs9Ce9RvXu,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.351,0.179,-24.33,0.0401,0.956,0.906,0.112,0.483,78.724,204733.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Courante,https://open.spotify.com/track/3fFM4WX0NFSRMMft0j6vd1,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.39,0.0672,-26.548,0.0377,0.954,0.849,0.116,0.122,88.277,166160.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Sarabande,https://open.spotify.com/track/7qX3YF16KkyVL9oTYDlcAR,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.404,0.144,-26.741,0.0368,0.97,0.664,0.129,0.28,117.169,171400.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Minuet,https://open.spotify.com/track/3j49dN8eeAh0dtnfJQQcMw,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.341,0.182,-26.471,0.0512,0.956,0.857,0.117,0.105,116.602,120973.0,0.0,2.0,False,Cello Suite no. 1 BWV1007: Gigue,https://open.spotify.com/track/49UcDJ9SuCSolndvUVtCzH,"['classical', 'baroque', 'german baroque', 'lute', 'early music']",['classical'],classical,calm
0.12,0.0131,-27.592,0.0512,0.988,0.342,0.0625,0.116,175.933,332986.0,7.0,2.0,False,"Violin Sonata No. 2 in A Minor, BWV 1003: I. Grave",https://open.spotify.com/track/7kYysqDKWBXsnGy16z5zfA,"['bow pop', 'violin', 'classical', 'baroque', 'german baroque', 'japanese classical performance', 'early music']",['classical'],classical,sad
0.538,0.0577,-20.451,0.0735,0.995,0.102,0.0474,0.739,87.089,418893.0,5.0,2.0,False,"Violin Sonata No. 2 in A Minor, BWV 1003: II. Fuga",https://open.spotify.com/track/50SfG6cGZvZAg2SeSAOqRi,"['bow pop', 'violin', 'classical', 'baroque', 'german baroque', 'japanese classical performance', 'early music']",['classical'],classical,sad
0.174,0.0115,-25.784,0.0489,0.991,0.0808,0.0806,0.0947,96.788,396413.0,,2.0,False,"Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante",https://open.spotify.com/track/5B0PXZxWv5X1GffUl9IBrj,"['bow pop', 'violin', 'classical', 'baroque', 'german baroque', 'japanese classical performance', 'early music']",['classical'],classical,sad
0.458,0.119,-23.478,0.0968,0.995,0.609,0.0386,0.946,101.347,300640.0,4.0,2.0,False,"Violin Sonata No. 2 in A Minor, BWV 1003: IV. Allegro",https://open.spotify.com/track/0nUZKxB8y9MN2xah6i0Dl7,"['bow pop', 'violin', 'classical', 'baroque', 'german baroque', 'japanese classical performance', 'early music']",['classical'],classical,calm
0.0977,0.0436,-23.827,0.0472,0.889,0.57,0.109,0.0385,66.398,877706.0,6.0,3.0,False,"String Quintet in C Major, Op. 163, D. 956: II. Adagio",https://open.spotify.com/track/4K4mLSxgBwNfTM4OVw8Awz,"['early romantic era', 'classical', 'classical era']",['classical'],classical,calm
0.321,0.153,-20.01,0.0466,0.841,0.857,0.373,0.0891,153.791,680386.0,13.0,3.0,False,"String Quintet in C Major, Op. 163, D. 956: III. Scherzo (Presto) – Trio: Andante sostenuto",https://open.spotify.com/track/5lEzHFvy92S56hFhM8Rm9f,"['early romantic era', 'classical', 'classical era']",['classical'],classical,sad
0.327,0.046,-27.375,0.0479,0.994,0.895,0.0858,0.204,137.902,828000.0,40.0,2.0,False,"Piano Sonata No. 11 in A Major, K. 331: I. Theme & Variations. Andante grazioso",https://open.spotify.com/track/7MZYcbKjK8BQafByBYfZCH,"['american classical piano', 'classical performance', 'classical', 'classical era', 'classical piano']",['classical'],classical,calm
0.324,0.0413,-26.045,0.0426,0.993,0.883,0.19,0.355,129.699,358026.0,23.0,2.0,False,"Piano Sonata No. 11 in A Major, K. 331: II. Menuetto",https://open.spotify.com/track/4TuPgG3MS7iARpTJ8VWxiA,"['american classical piano', 'classical performance', 'classical', 'classical era', 'classical piano']",['classical'],classical,calm
0.404,0.185,-19.238,0.0376,0.984,0.911,0.109,0.56,137.629,204200.0,29.0,2.0,False,"Piano Sonata No. 11 in A Major, K. 331: III. Rondo alla turca. Allegretto",https://open.spotify.com/track/4kVOMIiwN02TNHFNaNI7FH,"['american classical piano', 'classical performance', 'classical', 'classical era', 'classical piano']",['classical'],classical,calm
0.247,0.0714,-22.503,0.0366,0.993,0.887,0.112,0.112,172.109,551066.0,11.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": I. Largo - Molto Allegro",https://open.spotify.com/track/6UW4O0k8O5WKImXa8T0xu9,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.227,0.0298,-25.451,0.0311,0.994,0.896,0.168,0.149,62.312,505333.0,9.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": II. Menuetto - Trio I - Trio II",https://open.spotify.com/track/0UNvrWyslCUaY6nQSc31gv,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.165,0.0269,-28.644,0.0384,0.991,0.952,0.0928,0.0365,72.736,315600.0,27.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",https://open.spotify.com/track/3E3RCA2Fc96joc5sEOjOps,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.352,0.0237,-23.918,0.0284,0.993,0.894,0.204,0.239,77.004,293066.0,9.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": IV. Menuetto: Allegretto - Trio I - Trio II",https://open.spotify.com/track/6wbGZC73UpQMKfLLQ2HN1C,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.173,0.0187,-26.149,0.0344,0.993,0.907,0.0926,0.0375,94.108,445066.0,9.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": V. Romanze (Allegretto)",https://open.spotify.com/track/4ogjR6hYRkWROkWxUDc6c7,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.281,0.0529,-26.816,0.0361,0.99,0.934,0.153,0.095,62.503,585200.0,8.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": VI. Tema con variazioni: Andante",https://open.spotify.com/track/00wkM9I1NWyjXPV3LE9qka,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
0.513,0.255,-20.837,0.0456,0.981,0.917,0.177,0.374,134.933,216933.0,9.0,3.0,False,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": VII. Finale. Molto allegro",https://open.spotify.com/track/5roOGv5rySwEM8yQvB5BPS,"['wind ensemble', 'classical performance', 'classical', 'classical era', 'choral']",['classical'],classical,calm
