danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,name,url,genres,filtered_genres,top_genre,emotion
0.668,0.883,-8.432,0.0345,0.00067,0.0,0.767,0.809,129.013,239600.0,21.0,1.0,False,Into Your Eyes,https://open.spotify.com/track/6GV68kj5SKDnbT5yHTHvBV,"['filter house', 'big beat', 'uk dance', 'speed garage', 'deep house', 'vocal house', 'disco house', 'house']",['house'],house,happy
0.837,0.812,-8.338,0.157,0.00125,0.791,0.0283,0.847,125.469,416746.0,38.0,2.0,False,Raining Again - Steve Angello's Vocal Mix,https://open.spotify.com/track/39PvtOPd6kLK444vh1vrqm,"['progressive electro house', 'progressive house', 'downtempo', 'electro house', 'pop dance', 'dutch house', 'edm', 'house', 'electronica']","['edm', 'house']",edm,happy
0.8,0.96,-7.949,0.0589,0.00048,0.333,0.0495,0.481,124.999,468493.0,0.0,3.0,False,Pop Muzak - Martin Solveig Electro Disco Mix,https://open.spotify.com/track/6NkYTbkYv1CxDmWDnYn9IM,"['british soul', 'filter house', 'deep house', 'electro house', 'pop dance', 'vocal house', 'edm', 'disco house', 'house']","['edm', 'house']",edm,energetic
0.7,0.888,-6.374,0.0935,0.000796,0.458,0.233,0.705,126.963,481118.0,22.0,1.0,False,Slammin' (Axwell Remix),https://open.spotify.com/track/2cDx8lvceogN0Gs8epmRLD,"['progressive house', 'electro house', 'pop dance', 'edm', 'house']","['edm', 'house']",edm,energetic
0.462,0.921,-6.578,0.0421,0.00859,0.00962,0.136,0.395,122.985,176097.0,62.0,1.0,False,You're Sunshine,https://open.spotify.com/track/4gdjZS54vHNBk467zeAqkq,"['uk dance', 'tech house', 'house', 'uk house']",['house'],house,energetic
0.742,0.756,-6.197,0.0825,0.0213,0.0227,0.0553,0.81,129.963,484533.0,57.0,2.0,False,U Don't Know Me (feat. Duane Harden),https://open.spotify.com/track/0TN9m8rp3ZuNi4JwCKSans,"['filter house', 'big beat', 'uk dance', 'speed garage', 'deep house', 'vocal house', 'disco house', 'house']",['house'],house,happy
0.797,0.88,-5.722,0.0442,0.00298,0.574,0.183,0.357,125.996,157619.0,69.0,,False,La Danza,https://open.spotify.com/track/2FEUloDXMvRnyfLcsrCfkw,"['pop dance', 'uk dance', 'tech house', 'house']",['house'],house,energetic
0.788,0.945,-5.091,0.0599,0.223,2.97e-06,0.115,0.466,128.036,168053.0,63.0,2.0,False,Beg for You (feat. Rina Sawayama),https://open.spotify.com/track/50ZFpw2wS6ERvLmW8TINhq,"['electropop', 'candy pop', 'indie pop', 'art pop', 'uk pop', 'pop', 'metropopolis']",['pop'],pop,happy
0.588,0.78,-6.102,0.0432,0.0333,0.193,0.0728,0.201,127.085,221220.0,61.0,2.0,False,Follow,https://open.spotify.com/track/5aXTfpNOqLj35ydEiLio67,"['dutch edm', 'progressive house', 'complextro', 'pop', 'pop dance', 'german techno', 'edm']","['pop', 'edm']",pop,happy
0.774,0.784,-4.549,0.0351,0.194,1.07e-05,0.293,0.533,127.042,177689.0,1.0,2.0,False,Where Did You Go?,https://open.spotify.com/track/26KOUSe9W0ZsTxMgNfbmq1,"['dance pop', 'uk dance', 'uk pop', 'pop dance', 'edm', 'uk contemporary r&b', 'house']","['edm', 'house']",edm,happy
0.478,0.822,-1.961,0.0642,0.101,6.6e-05,0.12,0.309,130.058,232959.0,59.0,2.0,False,Say Nothing (feat. MAY-A),https://open.spotify.com/track/424Uwmm1kNW07Ty1nOhSpl,"['downtempo', 'indietronica', 'australian electropop', 'edm', 'australian dance', 'australian alternative pop', 'australian indie']",['edm'],edm,energetic
0.786,0.733,-4.283,0.0337,0.0664,0.0,0.0564,0.81,123.973,167526.0,55.0,4.0,False,Lonely Heart,https://open.spotify.com/track/4iGjLLvo4Pax82YX3jE3Q1,"['filter house', 'dance pop', 'uk dance', 'uk pop', 'pop dance', 'electro house', 'vocal house', 'edm', 'disco house', 'house']","['edm', 'house']",edm,happy
0.64,0.67,-5.812,0.032,0.271,0.0,0.339,0.97,111.267,152933.0,47.0,1.0,False,I Want A Love I Can See,https://open.spotify.com/track/5XOGZdDM17WzrXRQz96Fu1,"['motown', 'memphis soul', 'soul']",['soul'],soul,happy
0.271,0.599,-4.63,0.0326,0.455,3.08e-06,0.11,0.705,136.169,151560.0,53.0,1.0,False,This Magic Moment,https://open.spotify.com/track/4vBDAxKllafwCMDWD76atv,"['soul', 'doo-wop', 'rockabilly', 'rock-and-roll', 'adult standards']","['soul', 'rockabilly']",soul,happy
0.718,0.328,-10.958,0.0302,0.63,0.0,0.105,0.72,99.966,218909.0,41.0,2.0,True,Your Way (feat. Kehlani),https://open.spotify.com/track/5sc7JPdQFdWiwyZtl2kjal,"['cali rap', 'pop', 'r&b', 'rap']",['pop'],pop,sad
0.736,0.665,-9.214,0.165,0.269,0.00125,0.162,0.882,95.923,213192.0,44.0,1.0,False,Blue Magic (Waikiki),https://open.spotify.com/track/3auSQjs9kylJwN0aU7S5Qc,['soul'],['soul'],soul,happy
0.676,0.457,-9.191,0.0423,0.111,0.000131,0.391,0.229,140.863,294106.0,33.0,3.0,True,Gone Away (feat. Leon Bridges & Gary Clark Jr.),https://open.spotify.com/track/5oi2WGEjvIRB8JzzRGe8Ua,"['texas blues', 'modern blues rock', 'soul', 'soul blues', 'electric blues', 'modern blues', 'dirty south rap', 'neo soul', 'rock', 'houston rap']","['soul', 'rock']",rock,happy
0.582,0.377,-10.414,0.0286,0.629,0.0,0.0922,0.675,96.783,180533.0,39.0,1.0,False,You're My Everything,https://open.spotify.com/track/2imeCEVWpza2OheK2KoANa,"['motown', 'memphis soul', 'soul']",['soul'],soul,happy
0.714,0.498,-8.154,0.0545,0.753,0.000463,0.0816,0.723,92.71,176560.0,9.0,1.0,False,Come and Be a Winner,https://open.spotify.com/track/6oobvM9iZY1OF18kC36llz,"['funk', 'soul', 'black americana', 'retro soul']","['funk', 'soul']",soul,sad
0.457,0.556,-9.588,0.184,0.269,0.000302,0.112,0.615,170.827,215986.0,34.0,1.0,False,Workin' Together,https://open.spotify.com/track/41iNc7X2FRjri7KPDrv0DV,"['classic soul', 'soul', 'southern soul', 'disco', 'rock-and-roll']","['soul', 'disco']",soul,happy
0.792,0.919,-5.688,0.276,0.0381,5.1e-06,0.368,0.22,92.028,224472.0,72.0,1.0,True,CHURCH GIRL,https://open.spotify.com/track/2mqTtvbKxH7SoEQ2oGAnsA,"['pop', 'r&b']",['pop'],pop,happy
0.552,0.328,-7.888,0.0529,0.0398,0.0585,0.207,0.351,178.466,127587.0,49.0,2.0,False,Snakes,https://open.spotify.com/track/0QgZ2k778hWtS5W1ohVKNF,"['afrobeat', 'funk', 'southern soul', 'instrumental soul']","['afrobeat', 'funk']",funk,happy
0.777,0.629,-10.33,0.111,0.118,0.0,0.74,0.617,133.4,218000.0,51.0,1.0,False,Can't Stop the Music,https://open.spotify.com/track/6Zt8AY95aCa2ZfF2omg3jY,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.642,0.757,-6.994,0.314,0.0139,0.000387,0.108,0.576,137.084,171894.0,38.0,3.0,False,My Agenda,https://open.spotify.com/track/4wIA16n4ON8YkU5y8C6uYr,"['escape room', 'disco', 'hyperpop', 'new wave pop', 'russian punk', 'riot grrrl', 'pink noise', 'russian indie', 'proto-hyperpop', 'soft rock']",['disco'],disco,happy
0.701,0.868,-7.306,0.0371,0.0228,1.11e-05,0.189,0.858,128.237,250880.0,53.0,1.0,False,Go West - Original Version 1979,https://open.spotify.com/track/0SdfUMRHhcjxrMv5d9V1UP,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.591,0.765,-5.399,0.0416,0.0277,1.38e-05,0.156,0.528,85.874,303413.0,35.0,1.0,False,5' O'clock In the Morning,https://open.spotify.com/track/009G1RDIr3UgPrFzOPJPfb,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.561,0.82,-8.672,0.0637,0.2,0.0,0.129,0.753,130.969,277733.0,35.0,1.0,False,Just a Gigolo,https://open.spotify.com/track/0MXSxlXhWPQDAxxBFzgtcL,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.658,0.8,-6.691,0.0412,0.0449,1.19e-06,0.0556,0.926,140.021,196666.0,33.0,1.0,False,Samantha,https://open.spotify.com/track/7Ike39wcsgOOhbqihM5FCc,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.82,0.845,-8.629,0.0358,0.0876,0.0,0.271,0.841,118.921,262266.0,29.0,1.0,False,Sex Over the Phone - Original Version 1985,https://open.spotify.com/track/53WU2hUKHIIGfLPlW8wgsk,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.539,0.903,-4.567,0.0432,0.000213,0.0,0.315,0.742,116.015,215280.0,29.0,1.0,False,Do You Want to Spend the Night,https://open.spotify.com/track/3TWWktGJ1LyQ8i86FdnBbx,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.644,0.841,-7.798,0.0347,0.0284,0.0,0.0853,0.869,127.058,317866.0,34.0,1.0,False,San Francisco (You've Got Me),https://open.spotify.com/track/3KTQW9y1ZZm7kjYpxieO8A,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.625,0.764,-8.613,0.0765,0.166,0.0,0.354,0.882,136.106,204066.0,31.0,1.0,False,Magic Night,https://open.spotify.com/track/6gOuwnrfMJZBsuirAOc5G3,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.697,0.916,-7.143,0.0829,0.114,0.0,0.619,0.889,128.964,281093.0,25.0,1.0,False,I Wanna Shake Your Hand - Original Version 1979,https://open.spotify.com/track/4CNLg58qJMvXkBNJqaDDxf,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.626,0.963,-3.312,0.0908,0.0678,9.59e-06,0.239,0.93,120.317,357266.0,25.0,1.0,False,The Women - Original Version 1978,https://open.spotify.com/track/4BzX66wPc5u7THqYZmcHpU,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.691,0.861,-8.02,0.0355,0.0665,0.0,0.0923,0.88,129.581,292533.0,25.0,1.0,False,In Hollywood (Everybody is a Star),https://open.spotify.com/track/7eStdpfMh5jTlauAv6anfl,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.75,0.726,-8.938,0.248,0.307,0.0,0.128,0.674,124.665,176200.0,28.0,1.0,False,Milkshake,https://open.spotify.com/track/6ZYX2qPVmcrdQdfM7rledp,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.689,0.794,-7.692,0.0339,0.0803,0.0,0.117,0.953,127.889,334413.0,22.0,1.0,False,Citizens of the World - Original Version 1979,https://open.spotify.com/track/7gyeaVxO8nvsooR9stulUS,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.715,0.955,-3.71,0.121,0.0444,3.8e-05,0.152,0.831,126.199,421253.0,22.0,1.0,False,I'm a Cruiser - Original Version 1978,https://open.spotify.com/track/3KvYYD1nF7HnRYripBHPcT,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.593,0.887,-8.58,0.0411,0.0599,0.0,0.73,0.848,132.293,328773.0,23.0,1.0,False,I Am What I Am,https://open.spotify.com/track/5ZlURWi9BhGUdaPeRacMPP,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.67,0.661,-9.656,0.0831,0.0691,0.0,0.421,0.731,133.238,272200.0,24.0,1.0,False,The Sound of the City,https://open.spotify.com/track/7m2goUmButp9ih9aMWiVC6,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.681,0.613,-12.219,0.0368,0.312,0.0,0.164,0.964,128.754,74600.0,19.0,1.0,False,Just A Gigolo,https://open.spotify.com/track/3hnkw593bDBfOBN3rJ0y7m,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.692,0.932,-6.514,0.0383,0.0846,0.0,0.202,0.824,131.212,321840.0,19.0,1.0,False,Get Away Holiday - Original Version 1979,https://open.spotify.com/track/0RfEALEpVk3GDJN5ujo27N,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.592,0.823,-7.898,0.121,0.0663,0.0,0.057,0.878,134.695,400000.0,17.0,1.0,False,Ready for the 80's - Live,https://open.spotify.com/track/5Ln2q6qyRqKwZ76mMF7DaO,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.656,0.912,-8.119,0.0756,0.487,2.4e-06,0.757,0.692,133.941,184160.0,24.0,1.0,False,I Love You to Death,https://open.spotify.com/track/66WMtnfgivo86d7TgCP5lk,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.686,0.884,-5.846,0.113,0.00808,0.0207,0.226,0.964,73.889,185226.0,21.0,1.0,False,Action Man,https://open.spotify.com/track/76DIpO4Tn9o4QvMXLxCf3e,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.635,0.977,-4.234,0.0994,0.0858,5.95e-06,0.188,0.604,126.406,382133.0,20.0,1.0,False,Hot Cop - Original Version 1978,https://open.spotify.com/track/1Zd9j3IWXJ2EQzw8j8Ur0F,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.755,0.723,-9.566,0.0542,0.078,0.000246,0.0559,0.875,122.986,360200.0,20.0,1.0,False,New York City,https://open.spotify.com/track/33Rpy8ZyT1OHyoFn3z8uc4,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.646,0.83,-6.987,0.0459,0.209,0.0,0.325,0.787,127.886,310320.0,18.0,1.0,False,Manhattan Woman - Original Version 1979,https://open.spotify.com/track/35K11lBs5sdLRzUWxhLpox,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.695,0.544,-9.6,0.0509,0.181,0.0,0.166,0.969,115.754,309226.0,19.0,1.0,False,Village People,https://open.spotify.com/track/4Fo5YGYqCgMaQcWAzrqQIy,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.714,0.949,-4.491,0.114,0.0558,0.0,0.715,0.831,123.286,384960.0,20.0,1.0,False,Ups and Downs - Original Version 1978,https://open.spotify.com/track/5um5WqxI5E6sjP9IXsZJIZ,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.516,0.913,-3.849,0.0423,0.000159,0.00635,0.0269,0.891,107.462,155840.0,21.0,1.0,False,Food Fight,https://open.spotify.com/track/1n10ZqLUJBofJNNC4UIQlP,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.763,0.688,-8.572,0.0289,0.0934,7.5e-05,0.084,0.757,122.65,358160.0,16.0,1.0,False,Power of the Night,https://open.spotify.com/track/0AP6adfHhRxTLywKXzH19Q,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.656,0.727,-11.718,0.0499,0.073,0.0,0.327,0.719,131.93,201680.0,17.0,1.0,False,I Ain't Got Nobody,https://open.spotify.com/track/1QWhHPjvhTt05rELp43WBx,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.69,0.823,-10.716,0.0881,0.035,3.1e-05,0.243,0.59,135.724,375666.0,14.0,1.0,False,Sleazy - Live,https://open.spotify.com/track/691y3y8RbGCUS9AK872V43,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.763,0.933,-5.649,0.121,0.0891,0.0,0.236,0.909,126.719,325093.0,18.0,1.0,False,My Roomate - Original Version 1978,https://open.spotify.com/track/7tguWGm0VeRrZVFkmQ1D4j,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.768,0.838,-7.325,0.0412,0.151,0.0,0.0563,0.963,118.029,268306.0,16.0,1.0,False,I Won't Take No for an Answer,https://open.spotify.com/track/7hPPNTgrna7E2Ees12ISqA,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.841,0.733,-4.946,0.0404,0.102,0.00684,0.244,0.862,108.39,299653.0,15.0,1.0,False,Fireman,https://open.spotify.com/track/30RI3OqI4x7x57E2mtHnC8,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.691,0.879,-6.764,0.0463,0.00417,2.05e-05,0.33,0.587,128.061,229784.0,11.0,1.0,False,Let's Go Back to the Dance Floor ( Leo Frappier Lfb Radio Mix,https://open.spotify.com/track/3fK4jxMeTgNi1T30vBPOsP,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.622,0.836,-8.184,0.0646,0.102,4.96e-05,0.741,0.708,135.818,307066.0,12.0,1.0,False,Save Me - Up Tempo Live Version,https://open.spotify.com/track/1cCnWiyoLCRDzncDSY154n,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.763,0.762,-7.878,0.033,0.0913,0.000562,0.511,0.842,126.353,373000.0,15.0,1.0,False,Just Give Me What I Want,https://open.spotify.com/track/07JG9jqEDFuCG9zF46nODT,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.475,0.947,-3.867,0.0592,0.00437,0.000134,0.341,0.873,150.986,146040.0,,1.0,False,Big Mac,https://open.spotify.com/track/7CwzRc0DYOnuvrtA8NM8lc,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.705,0.889,-3.68,0.119,0.0347,2.43e-06,0.0698,0.755,131.998,181947.0,13.0,1.0,False,Let's Go Back to the Dance Floor (Ronen Dahan and Rizo Radio),https://open.spotify.com/track/3WvikHfGIPWp3XlYJqy7dW,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.524,0.973,-7.194,0.0682,0.0124,0.0,0.361,0.591,139.829,630800.0,14.0,1.0,False,You've Got Me / In Hollywood (Everybody Is a Star) - San Francisco Live Medley,https://open.spotify.com/track/0dDbhgUfRgmGX074HuOPcU,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.739,0.645,-9.195,0.0378,0.0409,0.000214,0.0902,0.83,122.093,332600.0,15.0,1.0,False,Sexual Education,https://open.spotify.com/track/6y1rG4P7lHHOUkCJVR2N6q,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.726,0.907,-5.817,0.0388,0.0202,0.0,0.0921,0.547,132.011,229090.0,11.0,1.0,False,Let's Go Back to the Dance Floor (Julian Marsh Original Radio Edit,https://open.spotify.com/track/67ml5bkmyw9M2nppvzfLzQ,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.779,0.771,-3.759,0.0651,0.000764,0.781,0.0969,0.783,127.006,434645.0,3.0,1.0,False,Let's Go Back to the Dance Floor (R (Hifi Sean MIX,https://open.spotify.com/track/2X84W8evGnLL6GAwOHnpAZ,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,energetic
0.714,0.567,-12.913,0.0349,0.0618,0.0,0.139,0.887,131.565,375213.0,13.0,1.0,False,Sodom And Gomorrah,https://open.spotify.com/track/5ogoj1w0Pmge7n1I7PqPvT,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.739,0.856,-5.943,0.0358,0.0349,0.0,0.254,0.895,120.002,229500.0,0.0,1.0,False,Goddess of Love,https://open.spotify.com/track/4qrDQsGDB2ixtQaULbvZmF,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.73,0.854,-9.492,0.0506,0.0969,0.00107,0.046,0.966,127.14,419666.0,13.0,1.0,False,Rock 'n Roll Is Back Again - Live,https://open.spotify.com/track/2eJVdnkZqh45zqbZnUso20,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.823,0.743,-13.98,0.0316,0.00559,0.0306,0.0707,0.966,120.471,314760.0,68.0,1.0,False,Hot Stuff,https://open.spotify.com/track/2zMJN9JvDlvGP4jB03l1Bz,"['disco', 'new wave pop', 'soft rock', 'hi-nrg']",['disco'],disco,happy
0.74,0.705,-11.647,0.0396,0.0316,2.38e-05,0.0607,0.866,127.968,251466.0,37.0,1.0,False,Go West,https://open.spotify.com/track/5v67uga7IFT3FQhDDBgaY8,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.907,0.564,-9.29,0.0568,0.000928,0.65,0.108,0.229,122.632,245413.0,71.0,1.0,True,Funkytown - Single Version,https://open.spotify.com/track/0B5kY9i9bmP7554oU4jRoO,"['minneapolis sound', 'disco', 'synthpop']",['disco'],disco,energetic
0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,0.981,125.996,216022.0,81.0,1.0,False,September,https://open.spotify.com/track/3kXoKlD84c6OmIcOLfrfEs,"['disco', 'funk', 'soul', 'jazz funk']","['disco', 'funk', 'soul']",soul,happy
0.759,0.889,-10.592,0.0502,0.125,0.0,0.041,0.886,126.201,225840.0,39.0,1.0,False,In The Navy,https://open.spotify.com/track/6jV3XfTAP1S3SMChxJ2kJh,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.804,0.731,-8.435,0.0353,0.0145,8.15e-06,0.0401,0.929,125.322,254266.0,23.0,1.0,False,Sex Over the Phone - New Recorded Club Version,https://open.spotify.com/track/6zSHht57OcOuYpzfwrQKH8,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.783,0.532,-9.995,0.0513,0.265,0.00019,0.0958,0.607,129.175,211853.0,24.0,1.0,False,I Give You a Rendez-Vous,https://open.spotify.com/track/5xbNyOhWQdf54vNsFGVjHb,"['disco', 'hi-nrg']",['disco'],disco,happy
0.742,0.791,-5.058,0.0961,0.219,1.56e-05,0.131,0.822,106.532,170485.0,,2.0,False,You're The One That I Want - Remastered 2022,https://open.spotify.com/track/4sX1ehtL58WodjOP9bKZ18,"['mellow gold', 'disco', 'australian dance', 'adult standards', 'hollywood', 'soft rock']",['disco'],disco,happy
0.777,0.547,-13.11,0.0925,0.133,0.0,0.213,0.695,133.008,219066.0,36.0,1.0,False,Can't Stop The Music,https://open.spotify.com/track/5kuOnxtnKdEBlKCxyegcvc,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.737,0.798,-11.275,0.0411,0.284,1.23e-05,0.0677,0.89,131.003,322093.0,12.0,1.0,False,Get Away Holiday,https://open.spotify.com/track/2Q7u6NM3osLhK1aHFZNuDU,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.623,0.875,-8.059,0.0494,0.0263,0.0125,0.184,0.741,125.48,312200.0,31.0,1.0,False,Brazil,https://open.spotify.com/track/2ZADySuVICh5a2OOsUN302,"['post-disco', 'disco', 'philly soul']",['disco'],disco,happy
0.665,0.762,-10.407,0.0336,0.0214,1.27e-06,0.252,0.971,120.073,353800.0,18.0,1.0,False,The Women,https://open.spotify.com/track/6HKNhAJgqTMgHtA7NMtaBO,"['disco', 'new wave pop', 'soft rock']",['disco'],disco,happy
0.691,0.873,-6.349,0.184,0.000457,0.000582,0.118,0.667,139.384,227733.0,49.0,1.0,False,"Knock on Wood - 7"" Edit",https://open.spotify.com/track/7vMRj40Rw8PPgZiDcbyUdj,"['disco', 'hi-nrg']",['disco'],disco,energetic
0.787,0.352,-15.691,0.06,0.523,0.00226,0.0722,0.967,116.428,225333.0,0.0,1.0,False,Beleza Pura,https://open.spotify.com/track/0Fi0idK56KGibFaaELYpch,"['tropicalia', 'bossa nova', 'samba de roda', 'mpb']",['mpb'],,sad
0.887,0.398,-11.517,0.0481,0.278,0.000358,0.05,0.82,99.007,212040.0,47.0,1.0,False,Concrete Jungle,https://open.spotify.com/track/2FgcXLNOqk8jr9S1HGdnio,"['nova mpb', 'mpb']",['mpb'],,happy
0.756,0.0909,-16.801,0.033,0.912,0.0,0.106,0.42,86.03,183933.0,6.0,2.0,False,Foi Ela,https://open.spotify.com/track/5j5ymEkuVV0LOBfTyJTQxv,"['bossa nova', 'tropicalia', 'violao', 'mpb', 'samba']","['mpb', 'samba']",,sad
0.72,0.723,-9.479,0.0676,0.454,0.00496,0.354,0.463,92.655,229306.0,31.0,1.0,False,"Meu Amor, Meu Bem, Me Ame",https://open.spotify.com/track/3QV6tiuXuf1ELeh963sbD1,"['musica maranhense', 'mpb', 'brazilian rock']",['mpb'],,happy
0.678,0.603,-7.959,0.0274,0.555,0.282,0.126,0.52,114.069,215200.0,42.0,1.0,False,A Outra,https://open.spotify.com/track/42lqBT5a04LkFHjiuVVBHY,"['rock alternativo brasileiro', 'mpb', 'brazilian rock', 'rock nacional brasileiro', 'nova mpb']",['mpb'],,sad
0.761,0.593,-8.15,0.0279,0.489,1.56e-05,0.163,0.795,135.187,178533.0,41.0,1.0,False,Paquetá,https://open.spotify.com/track/3BGI6dOWcxkoF2NyMXqtoG,"['rock alternativo brasileiro', 'mpb', 'brazilian rock', 'rock nacional brasileiro', 'nova mpb']",['mpb'],,happy
